FUENTE: Ministerio de Agricultura, Pesca y Alimentación				
				
				
Alava				
				
	Comarca 01: Cantábrica			
	172	Masegoso de Tajuña		
	174	Matillas		
	186	Mirabueno		
	187	Miralrío		
	196	Muduex		
	199	Ocentejo		
	201	Olmeda de Cobeta		
	235	Riba de Saelices		
	244	Sacecorbo		
	246	Saelices de la Sal		
	249	San Andrés del Rey		
	258	Solanillos del Extremo		
	260	Sotillo (El)		
	261	Sotodosos		
	263	Taragudo		
	274	Torija		
	279	Torre del Burgo		
	278	Torrecuadradilla		
	282	Torremocha del Campo		
	290	Trijueque		
	296	Utande		
	298	Valdearenas		
	306	Valderrebollo		
	318	Villanueva de Argecilla		
	322	Villaseca de Henares		
	329	Yélamos de Abajo		
	330	Yélamos de Arriba		
				
	Comarca 04: Molina de Aragón			
				
	003	Adobes		
	013	Alcoroches		
	016	Algar de Mesa		
	027	Alustante		
	033	Anquela del Ducado		
	034	Anquela del Pedregal		
	048	Baños de Tajo		
	059	Campillo de Dueñas		
	076	Castellar de la Muela		
	079	Castilnuevo		
	103	Checa		
	104	Chequilla		
	089	Ciruelos del Pinar		
	090	Cobeta		
	099	Corduente		
	109	Embid		
	115	Establés		
	118	Fuembellida		
	122	Fuentelsaz		
	134	Herrería		
	139	Hombrados		
	163	Luzón		
	170	Maranchón		
	175	Mazarete		
	178	Megina		
	183	Milmarcos		
	188	Mochales		
	190	Molina de Aragón		
	195	Morenilla		
	204	Orea		
	209	Pardos		
	213	Pedregal (El)		
	216	Peralejos de las Truchas		
	219	Pinilla de Molina		
	221	Piqueras		
	222	Pobo de Dueñas (El)		
	227	Prados Redondos		
	237	Rillo de Gallo		
	243	Rueda de la Sierra		
	254	Selas		
	255	Setiles		
	264	Taravilla		
	265	Tartanedo		
	267	Terzaga		
	268	Tierzo		
	271	Tordellego		
	272	Tordesilos		
	277	Torrecuadrada de Molina		
	283	Torremocha del Pinar		
	284	Torremochuela		
	285	Torrubia		
	287	Tortuera		
	289	Traíd		
	309	Valhermoso		
	324	Villel de Mesa		
	332	Yunta (La)		
				
	Comarca 05: Alcarria Baja			
				
	009	Alcocer		
	018	Alhóndiga		
	019	Alique		
	023	Alocén		
	038	Arbeteta		
	040	Armallones		
	045	Auñón		
	051	Berninches		
	054	Budia		
	078	Castilforte		
	106	Chillarón del Rey		
	108	Durón		
	110	Escamilla		
	169	Mantiel		
	184	Millana		
	200	Olivar (El)		
	211	Pareja		
	214	Peñalén		
	217	Peralveche		
	223	Poveda de la Sierra		
	232	Recuenco (El)		
	245	Sacedón		
	247	Salmerón		
	291	Trillo		
	310	Valtablado del Río		
	317	Villanueva de Alcorón		
	333	Zaorejas		
				
				
Guipúzcoa				
				
				
	Comarca 01: Guipúzcoa			
				
	001	Abaltzisketa		
	002	Aduna		
	016	Aia		
	003	Aizarnazabal		
	004	Albiztur		
	005	Alegia		
	006	Alkiza		
	906	Altzaga		
	007	Altzo		
	008	Amezketa		
	009	Andoain		
	010	Anoeta		
	011	Antzuola		
	012	Arama		
	013	Aretxabaleta		
	055	Arrasate o Mondragón		
	014	Asteasu		
	903	Astigarraga		
	015	Ataun		
	017	Azkoitia		
	018	Azpeitia		
	904	Baliarrain		
	019	Beasain		
	020	Beizama		
	021	Belauntza		
	022	Berastegi		
	074	Bergara		
	023	Berrobi		
	024	Bidegoyan		
	029	Deba		
	069	Donostia-San Sebastián		
	030	Eibar		
	031	Elduain		
	033	Elgeta		
	032	Elgoibar		
	067	Errenteria		
	066	Errezil		
	034	Eskoriatza		
	035	Ezkio-Itsaso		
	038	Gabiria		
	037	Gaintza		
	907	Gaztelu		
	039	Getaria		
	040	Hernani		
	041	Hernialde		
	036	Hondarribia		
	042	Ibarra		
	043	Idiazabal		
	044	Ikaztegieta		
	045	Irun		
	046	Irura		
	047	Itsasondo		
	048	Larraul		
	902	Lasarte-Oria		
	049	Lazkao		
	050	Leaburu		
	051	Legazpi		
	052	Legorreta		
	068	Leintz-Gatzaga		
	053	Lezo		
	054	Lizartza		
	901	Mendaro		
	057	Mutiloa		
	056	Mutriku		
	063	Oiartzun		
	058	Olaberria		
	059	Oñati		
	076	Ordizia		
	905	Orendain		
	060	Orexa		
	061	Orio		
	062	Ormaiztegi		
	064	Pasaia		
	070	Segura		
	065	Soraluze/Placencia de las Arm		
	071	Tolosa		
	072	Urnieta		
	077	Urretxu		
	073	Usurbil		
	075	Villabona		
	078	Zaldibia		
	079	Zarautz		
	025	Zegama		
	026	Zerain		
	027	Zestoa		
	028	Zizurkil		
	081	Zumaia		
	080	Zumarraga		
				
				
Huelva				
				
				
	Comarca 01: Sierra			
				
	001	Alájar		
	004	Almonaster la Real		
	007	Aracena		
	008	Aroche		
	009	Arroyomolinos de León		
	016	Cala		
	020	Cañaveral de León		
	022	Castaño del Robledo		
	024	Corteconcepción		
	025	Cortegana		
	026	Cortelazor		
	027	Cumbres de Enmedio		
	028	Cumbres de San Bartolomé		
	029	Cumbres Mayores		
	031	Encinasola		
	033	Fuenteheridos		
	034	Galaroza		
	038	Higuera de la Sierra		
	039	Hinojales		
	043	Jabugo		
	045	Linares de la Sierra		
	048	Marines (Los)		
	051	Nava (La)		
	059	Puerto Moral		
	062	Rosal de la Frontera		
	067	Santa Ana la Real		
	069	Santa Olalla del Cala		
	071	Valdelarco		
	079	Zufre		
				
	Comarca 02: Andévalo Occidental			
				
	003	Almendro (El)		
	006	Alosno		
	010	Ayamonte		
	015	Cabezas Rubias		
	023	Cerro de Andévalo (El)		
	037	Granado (El)		
	057	Paymogo		
	058	Puebla de Guzmán		
	063	San Bartolomé de la Torre		
	066	San Silvestre de Guzmán		
	065	Sanlúcar de Guadiana		
	068	Santa Bárbara de Casa		
	073	Villablanca		
	075	Villanueva de las Cruces		
	076	Villanueva de los Castillejos		
				
	Comarca 03: Andévalo Oriental			
				
	012	Berrocal		
	017	Calañas		
	018	Campillo (El)		
	019	Campofrío		
	036	Granada de Río-Tinto (La)		
	049	Minas de Riotinto		
	052	Nerva		
	072	Valverde del Camino		
	078	Zalamea la Real		
				
	Comarca 04: Costa			
				
	002	Aljaraque		
	021	Cartaya		
	035	Gibraleón		
	041	Huelva		
	042	Isla Cristina		
	044	Lepe		
	060	Punta Umbría		
				
	Comarca 05: Condado Campiña			
				
	011	Beas		
	013	Bollullos Par del Condado		
	014	Bonares		
	030	Chucena		
	032	Escacena del Campo		
	047	Manzanilla		
	053	Niebla		
	054	Palma del Condado (La)		
	056	Paterna del Campo		
	061	Rociana del Condado		
	064	San Juan del Puerto		
	070	Trigueros		
	074	Villalba del Alcor		
	077	Villarrasa		
				
	Comarca 06: Condado Litoral			
				
	005	Almonte		
	040	Hinojos		
	046	Lucena del Puerto		
	050	Moguer		
	055	Palos de la Frontera		
				
				
Huesca				
				
				
	Comarca 01: Jacetania			
				
	006	Aisa		
	028	Ansó		
	032	Aragüés del Puerto		
	044	Bailo		
	059	Biescas		
	068	Borau		
	072	Caldearenas		
	076	Canal de Berdún		
	078	Canfranc		
	086	Castiello de Jaca		
	106	Fago		
	122	Hoz de Jaca		
	130	Jaca		
	131	Jasa		
	170	Panticosa		
	902	Puente la Reina de Jaca		
	199	Sabiñánigo		
	204	Sallent de Gállego		
	208	Santa Cilia de Jaca		
	209	Santa Cruz de la Serós		
	901	Valle de Hecho		
	250	Villanúa		
	252	Yebra de Basa		
	253	Yésero		
				
	Comarca 02: Sobrarbe			
				
	002	Abizanda		
	907	Aínsa-Sobrarbe		
	057	Bielsa		
	066	Boltaña		
	069	Broto		
	107	Fanlo		
	109	Fiscal		
	113	Fueva (La)		
	114	Gistaín		
	133	Labuerda		
	144	Laspuña		
	168	Palo		
	182	Plan		
	189	Puértolas		
	190	Pueyo de Araguás (El)		
	207	San Juan de Plan		
	227	Tella-Sin		
	230	Torla		
				
	Comarca 03: Ribagorza			
				
	035	Arén		
	053	Benabarre		
	054	Benasque		
	062	Bisaurri		
	067	Bonansa		
	074	Campo		
	080	Capella		
	084	Castejón de Sos		
	087	Castigaleu		
	095	Chía		
	105	Estopiñán del Castillo		
	111	Foradada del Toscar		
	117	Graus		
	129	Isábena		
	142	Lascuarre		
	143	Laspaúles		
	155	Monesma y Cajigar		
	157	Montanuy		
	177	Perarrúa		
	187	Puebla de Castro (La)		
	188	Puente de Montañana		
	200	Sahún		
	212	Santaliestra y San Quílez		
	214	Secastilla		
	215	Seira		
	221	Sesué		
	223	Sopeira		
	229	Tolva		
	233	Torre la Ribera		
	243	Valle de Bardají		
	244	Valle de Lierp		
	246	Veracruz		
	247	Viacamp y Litera		
	249	Villanova		
				
	Comarca 04: Hoya de Huesca			
				
	004	Agüero		
	011	Albero Alto		
	012	Albero Bajo		
	014	Alcalá de Gurrea		
	015	Alcalá del Obispo		
	019	Alerre		
	021	Almudévar		
	023	Almuniente		
	027	Angüés		
	029	Antillón		
	036	Argavieso		
	037	Arguis		
	039	Ayerbe		
	047	Banastás		
	049	Barbués		
	063	Biscarrués		
	064	Blecua y Torres		
	081	Casbas de Huesca		
	096	Chimillas		
	116	Grañén		
	119	Gurrea de Gállego		
	124	Huerto		
	125	Huesca		
	126	Ibieca		
	127	Igriés		
	149	Loarre		
	150	Loporzano		
	151	Loscorrales		
	905	Lupiñén-Ortilla		
	156	Monflorite-Lascasas		
	162	Novales		
	163	Nueno		
	173	Peñas de Riglos (Las)		
	178	Pertusa		
	181	Piracés		
	195	Quicena		
	197	Robres		
	203	Salillas		
	206	Sangarrén		
	218	Senés de Alcubierre		
	220	Sesa		
	222	Siétamo		
	904	Sotonera (La)		
	226	Tardienta		
	228	Tierz		
	232	Torralba de Aragón		
	235	Torres de Alcanadre		
	236	Torres de Barbués		
	239	Tramaced		
	248	Vicién		
				
	Comarca 05: Somontano			
				
	001	Abiego		
	003	Adahuesca		
	024	Alquézar		
	041	Azara		
	042	Azlor		
	048	Barbastro		
	050	Barbuñales		
	051	Bárcabo		
	055	Berbegal		
	058	Bierge		
	082	Castejón del Puente		
	088	Castillazuelo		
	090	Colungo		
	102	Estada		
	103	Estadilla		
	110	Fonz		
	115	Grado (El)		
	908	Hoz y Costean		
	128	Ilche		
	135	Laluenga		
	139	Laperdiguera		
	141	Lascellas-Ponzano		
	160	Naval		
	164	Olvena		
	176	Peraltilla		
	186	Pozán de Vero		
	201	Salas Altas		
	202	Salas Bajas		
	906	Santa María de Dulcis		
				
	Comarca 06: Monegros			
				
	008	Albalatillo		
	013	Alberuela de Tubo		
	018	Alcubierre		
	079	Capdesaso		
	083	Castejón de Monegros		
	085	Castelflorite		
	136	Lalueza		
	137	Lanaja		
	174	Peralta de Alcofea		
	184	Poleñino		
	213	Sariñena		
	217	Sena		
	242	Valfarta		
	251	Villanueva de Sigena		
				
	Comarca 07: La Litera			
				
	009	Albelda		
	016	Alcampell		
	020	Alfántega		
	022	Almunia de San Juan		
	025	Altorricón		
	040	Azanuy-Alins		
	043	Baélls		
	045	Baldellou		
	060	Binaced		
	061	Binéfar		
	075	Camporrélls		
	089	Castillonroy		
	099	Esplús		
	158	Monzón		
	175	Peralta de Calasanz		
	193	Pueyo de Santa Cruz		
	205	San Esteban de Litera		
	903	San Miguel del Cinca		
	225	Tamarite de Litera		
	909	Vencillón		
				
	Comarca 08: Bajo Cinca			
				
	007	Albalate de Cinca		
	017	Alcolea de Cinca		
	046	Ballobar		
	052	Belver de Cinca		
	077	Candasnos		
	094	Chalamera		
	112	Fraga		
	165	Ontiñena		
	167	Osso de Cinca		
	172	Peñalba		
	234	Torrente de Cinca		
	245	Velilla de Cinca		
	254	Zaidín		
				
				
Jaén				
				
				
	Comarca 01: Sierra Morena			
				
	004	Aldeaquemada		
	005	Andújar		
	011	Baños de la Encina		
	021	Carboneros		
	024	Carolina (La)		
	039	Guarromán		
	059	Marmolejo		
	076	Santa Elena		
	096	Villanueva de la Reina		
				
	Comarca 02: El Condado			
				
	008	Arquillos		
	025	Castellar		
	029	Chiclana de Segura		
	062	Montizón		
	063	Navas de San Juan		
	079	Santisteban del Puerto		
	084	Sorihuela del Guadalimar		
	094	Vilches		
				
	Comarca 03: Sierra de Segura			
				
	012	Beas de Segura		
	016	Benatae		
	037	Génave		
	043	Hornos		
	065	Orcera		
	071	Puente de Génave		
	072	Puerta de Segura (La)		
	904	Santiago-Pontones		
	081	Segura de la Sierra		
	082	Siles		
	091	Torres de Albánchez		
	101	Villarrodrigo		
				
	Comarca 04: Campiña del Norte			
				
	006	Arjona		
	007	Arjonilla		
	010	Bailén		
	027	Cazalilla		
	031	Escañuela		
	032	Espelúy		
	035	Fuerte del Rey		
	041	Higuera de Calatrava		
	049	Jabalquinto		
	040	Lahiguera		
	055	Linares		
	056	Lopera		
	061	Mengíbar		
	069	Porcuna		
	077	Santiago de Calatrava		
	085	Torreblascopedro		
	903	Villatorres		
				
	Comarca 05: La Loma			
				
	009	Baeza		
	014	Begíjar		
	020	Canena		
	046	Ibros		
	048	Iznatoraf		
	057	Lupión		
	074	Rus		
	075	Sabiote		
	088	Torreperogil		
	092	Úbeda		
	095	Villacarrillo		
	097	Villanueva del Arzobispo		
				
	Comarca 06: Campiña del Sur			
				
	003	Alcaudete		
	050	Jaén		
	051	Jamilena		
	058	Mancha Real		
	060	Martos		
	086	Torre del Campo		
	087	Torredonjimeno		
	098	Villardompardo		
				
	Comarca 07: Magina			
				
	001	Albánchez de Úbeda		
	902	Bedmar y Garcíez		
	015	Bélmez de la Moraleda		
	017	Cabra del Santo Cristo		
	018	Cambil		
	044	Huelma		
	052	Jimena		
	053	Jódar		
	054	Larva		
	090	Torres		
				
	Comarca 08: Sierra de Cazorla			
				
	028	Cazorla		
	030	Chilluévar		
	042	Hinojares		
	045	Huesa		
	047	Iruela (La)		
	066	Peal de Becerro		
	070	Pozo Alcón		
	073	Quesada		
	080	Santo Tomé		
				
	Comarca 09: Sierra Sur			
				
	002	Alcalá la Real		
	019	Campillo de Arenas		
	901	Cárcheles		
	026	Castillo de Locubín		
	033	Frailes		
	034	Fuensanta de Martos		
	038	Guardia de Jaén (La)		
	064	Noalejo		
	067	Pegalajar		
	093	Valdepeñas de Jaén		
	099	Villares (Los)		
				
				
León				
				
				
	Comarca 01: Bierzo			
				
	007	Arganza		
	009	Balboa		
	011	Barjas		
	014	Bembibre		
	019	Berlanga del Bierzo		
	022	Borrenes		
	027	Cabañas Raras		
	030	Cacabelos		
	034	Camponaraya		
	036	Candín		
	038	Carracedelo		
	041	Carucedo		
	049	Castropodame		
	057	Congosto		
	059	Corullón		
	064	Cubillos del Sil		
	070	Fabero		
	071	Folgoso de la Ribera		
	083	Igüeña		
	100	Molinaseca		
	102	Noceda		
	103	Oencia		
	110	Páramo del Sil		
	112	Peranzanes		
	115	Ponferrada		
	119	Priaranza del Bierzo		
	122	Puente de Domingo Flórez		
	143	Sancedo		
	165	Sobrado		
	169	Toreno		
	170	Torre del Bierzo		
	171	Trabadelo		
	196	Vega de Espinareda		
	198	Vega de Valcarce		
	206	Villadecanes		
	209	Villafranca del Bierzo		
				
	Comarca 02: La Montaña de Luna			
				
	012	Barrios de Luna (Los)		
	029	Cabrillanes		
	040	Carrocera		
	101	Murias de Paredes		
	109	Palacios del Sil		
	114	Pola de Gordón (La)		
	132	Riello		
	134	Robla (La)		
	145	San Emiliano		
	164	Sena de Luna		
	167	Soto y Amío		
	202	Villablino		
	901	Villamanín		
				
	Comarca 03: La Montaña de Riaño			
				
	001	Acebedo		
	020	Boca de Huérgano		
	021	Boñar		
	025	Burón		
	037	Cármenes		
	056	Cistierna		
	060	Crémenes		
	068	Ercina (La)		
	096	Maraña		
	098	Matallana de Torío		
	106	Oseja de Sajambre		
	116	Posada de Valdeón		
	120	Prioro		
	121	Puebla de Lillo		
	129	Reyero		
	130	Riaño		
	137	Sabero		
	177	Valdelugueros		
	179	Valdepiélago		
	183	Valderrueda		
	193	Vecilla (La)		
	194	Vegacervera		
	199	Vegaquemada		
				
	Comarca 04: La Cabrera			
				
	016	Benuza		
	043	Castrillo de Cabrera		
	047	Castrocontrigo		
	067	Encinedo		
	090	Lucillo		
	091	Luyego		
	172	Truchas		
				
	Comarca 05: Astorga			
				
	008	Astorga		
	015	Benavides		
	023	Brazuelo		
	039	Carrizo		
	082	Hospital de Órbigo		
	092	Llamas de la Ribera		
	093	Magaz de Cepeda		
	104	Omañas (Las)		
	123	Quintana del Castillo		
	148	San Justo de la Vega		
	152	Santa Colomba de Somoza		
	161	Santiago Millas		
	173	Turcia		
	185	Val de San Lorenzo		
	182	Valderrey		
	184	Valdesamario		
	210	Villagatón		
	214	Villamejil		
	219	Villaobispo de Otero		
	223	Villarejo de Órbigo		
	224	Villares de Órbigo		
				
	Comarca 06: Tierras de León			
				
	004	Almanza		
	052	Cebanico		
	055	Cimanes del Tejar		
	061	Cuadros		
	063	Cubillas de Rueda		
	076	Garrafe de Torío		
	079	Gradefes		
	089	León		
	118	Prado de la Guzpeña		
	133	Rioseco de Tapia		
	142	San Andrés del Rabanedo		
	151	Santa Colomba de Curueño		
	158	Santa María de Ordás		
	162	Santovenia de la Valdoncina		
	163	Sariegos		
	175	Valdefresno		
	180	Valdepolo		
	189	Valverde de la Virgen		
	201	Vegas del Condado		
	213	Villamartín de Don Sancho		
	222	Villaquilambre		
				
	Comarca 07: La Bañeza			
				
	003	Alija del Infantado		
	010	Bañeza (La)		
	044	Castrillo de la Valduerna		
	046	Castrocalbón		
	053	Cebrones del Río		
	066	Destriana		
	108	Palacios de la Valduerna		
	124	Quintana del Marco		
	125	Quintana y Congosto		
	127	Regueras de Arriba		
	131	Riego de la Vega		
	144	San Cristóbal de la Polantera		
	146	San Esteban de Nogales		
	154	Santa Elena de Jamuz		
	155	Santa María de la Isla		
	166	Soto de la Vega		
	216	Villamontán de la Valduerna		
				
	Comarca 08: El Páramo			
				
	005	Antigua (La)		
	006	Ardón		
	017	Bercianos del Páramo		
	026	Bustillo del Páramo		
	065	Chozas de Abajo		
	087	Laguna Dalga		
	088	Laguna de Negrillos		
	113	Pobladura de Pelayo García		
	117	Pozuelo del Páramo		
	136	Roperuelos del Páramo		
	141	San Adrián del Valle		
	150	San Pedro Bercianos		
	157	Santa María del Páramo		
	159	Santa Marina del Rey		
	174	Urdiales del Páramo		
	176	Valdefuentes del Páramo		
	187	Valdevimbre		
	205	Villadangos del Páramo		
	228	Villazala		
	230	Zotes del Páramo		
				
	Comarca 09: Esla-Campos			
				
	002	Algadefe		
	028	Cabreros del Río		
	032	Campazas		
	033	Campo de Villavidel		
	042	Castilfalé		
	054	Cimanes de la Vega		
	058	Corbillos de los Oteros		
	062	Cubillas de los Oteros		
	073	Fresno de la Vega		
	074	Fuentes de Carbajal		
	078	Gordoncillo		
	081	Gusendos de los Oteros		
	084	Izagre		
	094	Mansilla de las Mulas		
	095	Mansilla Mayor		
	097	Matadeón de los Oteros		
	099	Matanza		
	105	Onzonilla		
	107	Pajares de los Oteros		
	149	San Millán de los Caballeros		
	153	Santa Cristina de Valmadrigal		
	160	Santas Martas		
	168	Toral de los Guzmanes		
	178	Valdemora		
	181	Valderas		
	188	Valencia de Don Juan		
	190	Valverde-Enrique		
	197	Vega de Infanzones		
	203	Villabraz		
	207	Villademor de la Vega		
	211	Villamandos		
	212	Villamañán		
	217	Villamoratiel de las Matas		
	218	Villanueva de las Manzanas		
	902	Villaornate y Castro		
	221	Villaquejida		
	225	Villasabariego		
	227	Villaturiel		
				
	Comarca 10: Sahagún			
				
	018	Bercianos del Real Camino		
	024	Burgo Ranero (El)		
	031	Calzada del Coto		
	050	Castrotierra de Valmadrigal		
	051	Cea		
	069	Escobar de Campos		
	077	Gordaliza del Pino		
	080	Grajal de Campos		
	086	Joarilla de las Matas		
	139	Sahagún		
	156	Santa María del Monte de Cea		
	191	Vallecillo		
	215	Villamol		
	226	Villaselán		
	229	Villazanzo de Valderaduey		
				
				
Lleida				
				
				
	Comarca 01: Valle de Arán			
				
	031	Arres		
	045	Bausen		
	057	Bòrdes (Es)		
	059	Bossòst		
	063	Canejan		
	121	Les		
	025	Naut Aran		
	243	Vielha e Mijaran		
	247	Vilamòs		
				
	Comarca 02: Pallars-Ribagorza			
				
	017	Alins		
	024	Alt Àneu		
	039	Baix Pallars		
	082	Espot		
	086	Esterri d'Àneu		
	087	Esterri de Cardós		
	089	Farrera		
	903	Guingueta d'Àneu (La)		
	123	Lladorre		
	126	Llavorsí		
	173	Pont de Suert (El)		
	183	Rialp		
	201	Sarroca de Bellera		
	202	Senterada		
	208	Soriguera		
	209	Sort		
	221	Tírvia		
	227	Torre de Cabdella (La)		
	043	Vall de Boí (La)		
	901	Vall de Cardós		
	245	Vilaller		
				
	Comarca 03: Alto Urgel			
				
	005	Alàs i Cerc		
	032	Arsèguel		
	051	Bellver de Cerdanya		
	061	Cabó		
	071	Cava		
	077	Coll de Nargó		
	088	Estamariu		
	908	Fígols i Alinyà		
	100	Gósol		
	910	Josa i Tuixén		
	127	Lles de Cerdanya		
	139	Montellà i Martinet		
	140	Montferrer i Castellbò		
	155	Organyà		
	030	Pont de Bar (El)		
	175	Prats i Sansor		
	179	Prullans		
	185	Ribera d'Urgellet		
	913	Riu de Cerdanya		
	203	Seu d'Urgell (La)		
	906	Valls d'Aguilar (Les)		
	239	Valls de Valira (Les)		
	909	Vansa i Fórnols (La)		
				
	Comarca 04: Conca			
				
	001	Abella de la Conca		
	904	Castell de Mur		
	161	Conca de Dalt		
	098	Gavet de la Conca		
	115	Isona i Conca Dellà		
	128	Llimiana		
	171	Pobla de Segur (La)		
	190	Salàs de Pallars		
	196	Sant Esteve de la Sarga		
	215	Talarn		
	234	Tremp		
				
	Comarca 05: Solsonés			
				
	044	Bassella		
	064	Castellar de la Ribera		
